val_loss,fim_norm,sam_sharpness,fisher_trace,grad_norm,weight_norm,final_acc,lr,wd
1.7119051963090897,0.138268806487713,0.14370179176330566,395.3370378875732,2.1502602100372314,9.131434440612793,0.495,0.0005611516415334506,0.0007969454818643932
1.9249267280101776,0.13425332558035039,0.1154404878616333,248.6423908996582,1.7499363422393799,9.113272666931152,0.41,0.0001698670453505509,0.00016524680777017762
1.5652278363704681,0.12155459563855996,0.3043612241744995,335.44870016098025,3.6166388988494873,14.496455192565918,0.606,0.00467395253077256,1.620287974448619e-05
1.7130656093358994,0.11216298404398119,0.055557847023010254,78.1842670416832,1.027185082435608,13.060315132141113,0.5245,0.009506551974984317,0.00012562887007755685
1.6718994826078415,0.16093944738839977,0.26328110694885254,286.642888174057,4.254083633422852,11.921232223510742,0.607,0.003695427629909335,0.00018606616740103076
1.8634914457798004,0.13227604661777329,0.133195161819458,255.93361656188964,1.9831374883651733,8.911721229553223,0.4035,0.00016864634905345633,0.000889131893580497
1.9843674153089523,0.13526000295172402,0.11756908893585205,175.5858330154419,1.715199589729309,8.81629467010498,0.4065,0.00010838783508283825,0.0006069410817199088
1.7233508229255676,0.13445006572298993,0.18380987644195557,420.48684432983396,2.56847882270813,9.837150573730469,0.446,0.00039987928942942635,3.1197778040856405e-05
1.6491758525371552,0.14299709461266755,0.211228609085083,429.610883026123,3.209559679031372,10.739880561828613,0.544,0.000975446132326146,2.8586843815282855e-05
1.5638851672410965,0.14934120586357108,0.1288762092590332,343.79959762096405,2.0037245750427246,13.31950855255127,0.606,0.002246274520879033,1.2286391913479704e-05
1.541599988937378,0.1411504310536487,0.1346217393875122,307.11987369537354,2.0264711380004883,15.412660598754883,0.602,0.004428133253697397,1.127810057373665e-05
1.6839964836835861,0.13305369391300675,0.1647040843963623,209.72083463668824,2.3424973487854004,10.625469207763672,0.556,0.004935427929449022,0.00013253515200958464
1.6818590462207794,0.12657690686559647,0.21417474746704102,387.7291223907471,2.6870415210723877,10.214705467224121,0.505,0.0006924141497697668,5.3269545814568294e-05
1.9255648255348206,0.13958642656459283,0.1083141565322876,229.91046768188477,1.715240240097046,8.819778442382812,0.394,0.0001535382454221576,0.0008776307672723383
1.7105899900197983,0.14762694931268727,0.17657339572906494,222.39454954981804,2.727792978286743,15.44125747680664,0.576,0.009297874953421327,4.643276350556123e-05
1.9310021251440048,0.13181640588675925,0.09722435474395752,228.23365211486816,1.5069496631622314,9.242879867553711,0.4075,0.00014951999911642471,2.8903750460050373e-05
1.7131102085113525,0.14485562253799064,0.17914068698883057,395.9683310317993,2.5076279640197754,9.986822128295898,0.4985,0.000537292979644963,7.98751766764904e-05
1.7355933487415314,0.10370892520516845,0.39206135272979736,466.12466358439997,6.5072784423828125,18.916919708251953,0.6325,0.007048070363505824,2.0689079149146202e-05
1.7358118891716003,0.13606748743538857,0.16121315956115723,432.55443603515624,2.036707878112793,9.862138748168945,0.4585,0.0003997115153471903,2.3653294150995935e-05
1.5187299698591232,0.15573773329204815,0.1503889560699463,285.31931449890135,2.001721143722534,16.163406372070312,0.6405,0.004455936075190712,2.3051514547341645e-05
1.9962995499372482,0.12639750349915407,0.15770649909973145,225.6026232147217,2.345611572265625,9.080587387084961,0.3855,0.00011681790700779328,9.51075547462764e-05
1.7101384550333023,0.1285998484847811,0.3649935722351074,392.23112510681153,4.881571292877197,11.05319595336914,0.5375,0.001281982347139142,6.201486282788865e-05
1.744661584496498,0.1321441613206808,0.25163280963897705,402.6045530319214,3.4478349685668945,9.769810676574707,0.4625,0.0005730559826302674,0.0001362060298848998
1.8098092377185822,0.13936133594233613,0.12496447563171387,287.1479117965698,1.9132609367370605,9.50656509399414,0.45,0.0002737096443160043,1.1555944277128792e-05
1.9059927612543106,0.13163105133973668,0.13652968406677246,266.6038069534302,2.050185441970825,9.373737335205078,0.4325,0.0002035050338349824,1.850968898323454e-05
1.6403784304857254,0.13523430334083908,0.24583208560943604,425.33657791137693,3.1076440811157227,10.291484832763672,0.5645,0.0012351020992514231,0.0005220513476174521
1.764312818646431,0.13580007971134997,0.13145804405212402,360.7323508834839,2.023169755935669,9.773737907409668,0.4515,0.0003301740522540649,1.2210181013557801e-05
1.7518768012523651,0.13433289023837064,0.1472017765045166,355.92020854949953,2.085644245147705,9.421689987182617,0.4635,0.0003912896164951558,0.0004150834629942032
1.6163107305765152,0.14401806211437365,0.18925702571868896,212.5916871070862,2.5091116428375244,11.024405479431152,0.547,0.007160792301883256,0.0005557156004926374
1.8626033812761307,0.13764567676247727,0.13893568515777588,289.62425727844237,1.9045219421386719,9.36671257019043,0.447,0.00023504474701294392,5.931965357324559e-05
1.8743543922901154,0.13187543990982156,0.11284410953521729,242.83186985015868,1.7579210996627808,9.12857437133789,0.4165,0.00016348443266075958,0.00023371428960849375
1.55384361743927,0.14404285526024851,0.20503294467926025,462.5782277870178,3.1175696849823,12.502920150756836,0.5885,0.0019292114533211433,0.00011946532308145106
1.8277959823608398,0.13730529080815732,0.1273636817932129,277.90716732025146,1.7974255084991455,9.113107681274414,0.4325,0.00025374914457858933,0.0003707619931832204
1.6154781728982925,0.1445836287880655,0.29830098152160645,439.4902938079834,4.077694416046143,12.143285751342773,0.595,0.0013736637580954694,1.3549661794933157e-05
1.741636112332344,0.1418256032131032,0.15442919731140137,346.0248218154907,2.334393262863159,9.32903003692627,0.4725,0.00041846544287414965,0.0004344846536651032
1.7778628170490265,0.1294409088134108,0.2931709289550781,290.13493266582486,4.922874927520752,13.69864273071289,0.579,0.0068899816236666495,0.000192482477447149
1.9425119012594223,0.13095797460633668,0.08336138725280762,191.57603630065918,1.3318347930908203,8.97061538696289,0.389,0.0001248424994459014,0.00023010498521121542
1.6699998378753662,0.12502969391906885,0.29849839210510254,407.0999531173706,3.6280148029327393,10.723623275756836,0.4825,0.001003081573819982,8.632465510869881e-05
1.6468160301446915,0.14137975964379995,0.1044466495513916,353.69972351074216,1.6711740493774414,10.327034950256348,0.526,0.0011061943425239276,0.0002505028862113202
1.7275632470846176,0.13992456086730054,0.21495723724365234,375.5427215576172,3.0017027854919434,9.951587677001953,0.481,0.0005138522181739045,4.805048254141736e-05
1.7721229940652847,0.1291226288626124,0.1857922077178955,356.6876675033569,2.6497976779937744,9.562824249267578,0.453,0.0003551823199543166,0.00018987226093192646
1.812526911497116,0.13808010696447423,0.14152681827545166,317.5715362930298,2.2309341430664062,9.265230178833008,0.461,0.0003266516484564307,0.00023311765521038462
1.955241397023201,0.13307088860413113,0.0927729606628418,178.4630327606201,1.4014068841934204,9.12826156616211,0.397,0.00012361807809009633,5.501544526234323e-05
1.6270632445812225,0.13509962957706256,0.3391045331954956,429.1490551805496,4.394562721252441,12.218985557556152,0.5755,0.0017407949939448196,0.00010420921809265741
1.8247552067041397,0.13693897196993432,0.1424541473388672,276.79269264221193,2.100006103515625,9.50947380065918,0.44,0.00025422245436541684,2.5952918810656924e-05
1.7307785004377365,0.1432866337499476,0.3438231945037842,472.8600328826904,5.628391742706299,10.052220344543457,0.575,0.002053659178207047,0.0008124614317922322
1.5773676633834839,0.14950943074152456,0.18771648406982422,397.7550047135353,2.5158979892730713,12.458174705505371,0.5985,0.0019728864893765324,0.00010334735746298922
1.67587611079216,0.14771701071814833,0.2028716802597046,348.1510300827026,3.223820924758911,10.764541625976562,0.5545,0.0009985932840903065,3.2499319589647384e-05
1.8370933830738068,0.1279039338278923,0.12451279163360596,276.62592754364016,2.017383575439453,9.325315475463867,0.423,0.00020235241762432812,2.067146812108265e-05
1.8457170873880386,0.14240618880998157,0.10828125476837158,298.52226814270017,1.6054798364639282,9.466817855834961,0.424,0.00025235225635236746,4.550309455598988e-05
